Office Name,Address,State,City,Date,Expense Type,Amount
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-07-22,water,123
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-07-22,electric,531
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-07-22,internet,156
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-08-21,rent,16090
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-08-21,water,292
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-08-21,electric,222
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-08-21,internet,110
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-09-20,rent,16090
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-09-20,water,176
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-09-20,electric,363
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-09-20,internet,176
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-10-20,rent,16090
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-10-20,water,258
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-10-20,electric,365
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-10-20,internet,187
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-11-19,rent,16090
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-11-19,water,284
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-11-19,electric,547
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-11-19,internet,141
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-12-19,rent,16090
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-12-19,water,166
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-12-19,electric,203
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2023-12-19,internet,138
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-01-18,rent,16090
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-01-18,water,198
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-01-18,electric,354
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-01-18,internet,164
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-02-17,rent,16090
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-02-17,water,287
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-02-17,electric,289
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-02-17,internet,172
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-03-18,rent,16090
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-03-18,water,158
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-03-18,electric,447
Dream Homes Syracuse,207 Morgan Courts Suite 131,NY,Syracuse,2024-03-18,internet,109
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2023-11-08,rent,11559
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2023-11-08,water,249
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2023-11-08,electric,209
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2023-11-08,internet,154
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2023-12-08,rent,11559
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2023-12-08,water,104
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2023-12-08,electric,346
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2023-12-08,internet,178
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-01-07,rent,11559
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-01-07,water,246
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-01-07,electric,357
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-01-07,internet,174
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-02-06,rent,11559
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-02-06,water,251
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-02-06,electric,427
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-02-06,internet,193
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-03-07,rent,11559
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-03-07,water,132
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-03-07,electric,426
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-03-07,internet,141
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-04-06,rent,11559
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-04-06,water,187
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-04-06,electric,330
Dream Homes Bridgeport,0503 Rachel Manor Suite 791,CT,Bridgeport,2024-04-06,internet,131
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-05-13,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-05-13,water,297
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-05-13,electric,231
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-05-13,internet,155
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-06-12,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-06-12,water,198
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-06-12,electric,324
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-06-12,internet,179
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-07-12,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-07-12,water,222
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-07-12,electric,200
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-07-12,internet,179
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-08-11,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-08-11,water,148
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-08-11,electric,540
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-08-11,internet,125
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-09-10,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-09-10,water,190
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-09-10,electric,477
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-09-10,internet,167
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-10-10,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-10-10,water,288
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-10-10,electric,222
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-10-10,internet,158
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-11-09,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-11-09,water,196
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-11-09,electric,475
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-11-09,internet,185
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-12-09,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-12-09,water,233
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-12-09,electric,287
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2020-12-09,internet,155
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-01-08,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-01-08,water,240
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-01-08,electric,441
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-01-08,internet,189
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-02-07,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-02-07,water,270
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-02-07,electric,474
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-02-07,internet,188
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-03-09,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-03-09,water,211
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-03-09,electric,263
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-03-09,internet,166
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-04-08,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-04-08,water,205
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-04-08,electric,293
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-04-08,internet,193
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-05-08,rent,13571
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-05-08,water,239
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-05-08,electric,343
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-05-08,internet,152
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-06-07,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-06-07,water,125
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-06-07,electric,228
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-06-07,internet,138
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-07-07,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-07-07,water,191
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-07-07,electric,581
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-07-07,internet,141
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-08-06,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-08-06,water,256
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-08-06,electric,576
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-08-06,internet,113
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-09-05,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-09-05,water,151
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-09-05,electric,486
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-09-05,internet,122
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-10-05,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-10-05,water,263
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-10-05,electric,566
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-10-05,internet,163
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-11-04,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-11-04,water,264
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-11-04,electric,368
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-11-04,internet,106
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-12-04,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-12-04,water,102
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-12-04,electric,369
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2021-12-04,internet,156
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-01-03,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-01-03,water,280
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-01-03,electric,207
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-01-03,internet,139
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-02-02,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-02-02,water,280
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-02-02,electric,586
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-02-02,internet,161
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-03-04,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-03-04,water,147
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-03-04,electric,540
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-03-04,internet,102
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-04-03,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-04-03,water,264
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-04-03,electric,493
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-04-03,internet,151
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-05-03,rent,14928
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-05-03,water,151
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-05-03,electric,275
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-05-03,internet,162
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-06-02,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-06-02,water,180
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-06-02,electric,481
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-06-02,internet,189
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-07-02,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-07-02,water,192
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-07-02,electric,285
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-07-02,internet,132
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-08-01,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-08-01,water,220
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-08-01,electric,541
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-08-01,internet,190
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-08-31,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-08-31,water,206
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-08-31,electric,528
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-08-31,internet,120
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-09-30,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-09-30,water,165
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-09-30,electric,293
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-09-30,internet,199
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-10-30,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-10-30,water,289
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-10-30,electric,356
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-10-30,internet,124
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-11-29,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-11-29,water,223
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-11-29,electric,372
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-11-29,internet,198
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-12-29,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-12-29,water,214
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-12-29,electric,497
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2022-12-29,internet,178
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-01-28,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-01-28,water,129
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-01-28,electric,582
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-01-28,internet,163
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-02-27,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-02-27,water,300
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-02-27,electric,563
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-02-27,internet,107
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-03-29,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-03-29,water,256
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-03-29,electric,470
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-03-29,internet,200
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-04-28,rent,16421
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-04-28,water,104
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-04-28,electric,442
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-04-28,internet,150
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-05-28,rent,18063
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-05-28,water,297
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-05-28,electric,216
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-05-28,internet,168
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-06-27,rent,18063
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-06-27,water,213
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-06-27,electric,262
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-06-27,internet,110
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-07-27,rent,18063
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-07-27,water,270
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-07-27,electric,480
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-07-27,internet,156
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-08-26,rent,18063
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-08-26,water,230
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-08-26,electric,248
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-08-26,internet,112
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-09-25,rent,18063
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-09-25,water,224
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-09-25,electric,531
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-09-25,internet,111
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-10-25,rent,18063
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-10-25,water,277
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-10-25,electric,219
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-10-25,internet,100
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-11-24,rent,18063
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-11-24,water,256
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-11-24,electric,574
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-11-24,internet,161
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-12-24,rent,18063
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-12-24,water,191
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-12-24,electric,251
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2023-12-24,internet,106
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-01-23,rent,18063
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-01-23,water,183
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-01-23,electric,561
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-01-23,internet,179
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-02-22,rent,18063
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-02-22,water,276
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-02-22,electric,420
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-02-22,internet,118
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-03-23,rent,18063
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-03-23,water,221
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-03-23,electric,368
Dream Homes Hartford,78301 Daugherty Brooks Apt. 072,CT,Hartford,2024-03-23,internet,190
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-02-08,rent,19278
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-02-08,water,149
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-02-08,electric,309
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-02-08,internet,141
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-03-09,rent,19278
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-03-09,water,197
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-03-09,electric,260
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-03-09,internet,189
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-04-08,rent,19278
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-04-08,water,188
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-04-08,electric,535
Dream Homes Albany,5294 Sandra Spring Suite 124,NY,Albany,2024-04-08,internet,123
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-10-23,rent,15316
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-10-23,water,131
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-10-23,electric,238
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-10-23,internet,174
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-11-22,rent,15316
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-11-22,water,273
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-11-22,electric,512
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-11-22,internet,151
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-12-22,rent,15316
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-12-22,water,259
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-12-22,electric,216
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2020-12-22,internet,196
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2021-01-21,rent,15316
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2021-01-21,water,167
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2021-01-21,electric,429
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2021-01-21,internet,188
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2021-02-20,rent,15316
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2021-02-20,water,137
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2021-02-20,electric,551
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2021-02-20,internet,174
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2021-03-22,rent,15316
Dream Homes Paterson,65434 Christopher Street,NJ,Paterson,2021-03-22,water,176
