school_ID,school_name,school_rating,school_type,school_level,state,city,street,zip_code
317,Gibbs PLC,4,Public,Elementary,NJ,Elizabeth,27579 Cedar Lane,8605
318,"Wallace, Singleton and Brown",10,Public,Pre-K,NJ,Elizabeth,202884 Santos Stream,8605
319,Lopez Inc,4,Public,Middle,NJ,Elizabeth,45298 Alison Bridge,8605
320,"Morgan, Lambert and Jones",6,Private,Middle,CT,Trenton,73280 Maple Street,7226
321,"Mueller, Velazquez and Stone",0,Private,Middle,CT,Trenton,6741 Cedar Lane,7226
322,"Gregory, Johnson and Thomas",3,Public,Elementary,CT,Newark,17066 Oak Avenue,7119
323,Garza-Aguilar,3,Private,Elementary,CT,Newark,158916 Maple Street,7119
324,"Fernandez, Elliott and Lee",0,Private,High,CT,Newark,302292 Chad Valley,7119
325,Rangel Group,2,Private,Middle,CT,Paterson,154050 Cedar Lane,8149
326,Hancock and Sons,0,Private,Pre-K,CT,Paterson,312634 Chad Valley,8149
327,Ramirez-Tucker,7,Public,Elementary,CT,Paterson,63438 Pine Drive,8149
328,"Ferguson, Bishop and Parker",9,Public,Middle,CT,Stamford,64944 Chad Valley,6348
329,Salazar-Hayes,8,Private,Middle,CT,Stamford,209902 Cedar Lane,6348
330,Fox Ltd,3,Private,Elementary,CT,Newark,297660 Santos Stream,8916
331,Castillo Ltd,7,Public,High,CT,Newark,265793 Cedar Lane,8916
332,"Oneill, Velasquez and Holden",3,Public,Elementary,NJ,Elizabeth,320712 Omar Park,8391
333,"Jones, Coleman and Davis",7,Private,Elementary,NJ,Elizabeth,85914 Alison Bridge,8391
334,Miller-Long,7,Public,Pre-K,NJ,Elizabeth,67468 Alison Bridge,8391
335,Fields-Gregory,3,Private,Pre-K,CT,New Haven,32495 Omar Park,6108
336,Rivera and Sons,6,Private,High,CT,Hartford,306768 Dawson Terrace,6222
337,White Ltd,10,Public,Middle,CT,Hartford,203211 Pine Drive,6222
338,Schneider-Salinas,0,Public,Elementary,CT,Hartford,292370 Maple Street,6222
339,Nguyen Inc,2,Private,High,CT,Bridgeport,227808 Omar Park,6261
340,Holland Ltd,0,Private,Pre-K,NJ,Elizabeth,155720 Omar Park,7347
341,"Wade, Costa and Rodriguez",0,Public,Elementary,CT,Stamford,99913 Oak Avenue,6277
342,Rogers Inc,6,Private,Middle,CT,Stamford,161766 Pine Drive,6277
343,Brown-Oconnor,1,Public,Pre-K,CT,Jersey City,39102 Alison Bridge,7858
344,"Burke, Hall and Waters",5,Private,Pre-K,NY,New York,321296 Alison Bridge,12584
345,"Ware, Miles and Golden",10,Public,Pre-K,NY,New York,184230 Dawson Terrace,12584
346,Willis Ltd,3,Public,High,CT,Waterbury,128366 Alison Bridge,6209
347,"Perez, Harper and Chen",1,Public,Middle,CT,Waterbury,156497 Dawson Terrace,6209
348,Tate Inc,10,Private,Elementary,CT,Waterbury,48024 Pine Drive,6209
349,Fitzpatrick-Zavala,5,Private,High,CT,Trenton,51652 Pine Drive,7232
350,"Ingram, Lopez and Jackson",2,Public,High,CT,Trenton,316050 Cedar Lane,7232
351,"Morrison, Brown and Moore",3,Private,High,NY,New York,255177 Elm Circle,13770
352,"Rose, Carter and Thompson",9,Public,Pre-K,CT,Syracuse,179872 Oak Avenue,10021
353,"Sutton, Johnson and Lopez",1,Public,Middle,CT,Trenton,237216 Maple Street,8646
354,"Clark, Burnett and Tran",4,Private,High,CT,Paterson,146202 Alison Bridge,7832
355,Jenkins-Paul,6,Private,Elementary,CT,New Haven,106145 Elm Circle,6142
356,Gonzales-Shaw,0,Public,Middle,CT,New Haven,187968 Alison Bridge,6142
357,"Davis, Padilla and Hall",1,Private,Elementary,CT,New Haven,225624 Santos Stream,6142
358,Silva-Crane,1,Private,Middle,CT,Jersey City,208356 Alison Bridge,7635
359,"Hughes, Hayes and Murillo",5,Public,Elementary,CT,Jersey City,347871 Alison Bridge,7635
360,"Reid, Nicholson and Haynes",3,Public,Pre-K,CT,Bridgeport,353160 Elm Circle,6111
361,Acevedo-Kelly,6,Private,High,CT,Jersey City,331037 Alison Bridge,7283
362,Matthews-Williams,9,Public,Elementary,CT,Stamford,73124 Alison Bridge,6149
363,Brooks Inc,9,Public,Middle,CT,Stamford,335412 Pine Drive,6149
364,Jackson-Williams,8,Private,High,CT,Albany,353808 Santos Stream,12153
365,Salazar-Evans,4,Public,High,CT,Bridgeport,203305 Oak Avenue,6357
366,Ortiz PLC,3,Public,Middle,CT,Bridgeport,209718 Maple Street,6357
367,"Perez, Turner and Serrano",2,Private,Elementary,CT,Trenton,91750 Alison Bridge,7098
368,Lawrence and Sons,0,Private,Pre-K,CT,Jersey City,27600 Oak Avenue,8218
369,Ruiz-Bauer,1,Public,Pre-K,NY,New York,199629 Cedar Lane,11863
370,Robinson Group,5,Public,Elementary,NY,New York,129500 Oak Avenue,11863
371,Collier-Hunter,0,Private,High,NY,New York,256732 Elm Circle,11863
372,"Brown, Gordon and Guzman",1,Private,High,CT,Syracuse,199392 Dawson Terrace,10167
373,Chavez LLC,2,Private,High,CT,Syracuse,342041 Pine Drive,10167
374,"Riley, Calhoun and Weber",10,Private,High,CT,Rochester,143242 Elm Circle,11994
375,Frank LLC,0,Public,Elementary,CT,Rochester,42000 Chad Valley,11994
376,"Logan, Conley and Adams",5,Private,High,CT,Rochester,97760 Chad Valley,11994
377,"Nguyen, Shannon and Bell",5,Private,Middle,CT,Newark,326482 Dawson Terrace,8746
378,"Schwartz, Taylor and Meadows",0,Public,High,CT,Newark,175770 Elm Circle,8746
379,Bullock-Walsh,9,Private,Pre-K,CT,Syracuse,92097 Omar Park,12595
380,Nelson Group,1,Public,High,CT,Trenton,112860 Cedar Lane,8337
381,Wood PLC,10,Private,Elementary,CT,Trenton,141351 Elm Circle,8337
382,Huber Inc,8,Private,Pre-K,CT,Newark,354496 Pine Drive,8687
383,"Hill, Solomon and Powell",3,Private,Elementary,CT,Newark,91154 Alison Bridge,8687
384,Brown LLC,7,Public,Elementary,CT,Newark,234240 Santos Stream,8687
385,Larson LLC,6,Public,Pre-K,NY,Buffalo,74305 Chad Valley,10595
386,Hughes-Carson,8,Private,Elementary,NY,Buffalo,243952 Cedar Lane,10595
387,Reed Inc,10,Public,Elementary,CT,Jersey City,240714 Dawson Terrace,8973
388,"Williams, Buckley and Robinson",0,Public,High,CT,Jersey City,176152 Pine Drive,8973
389,Madden LLC,4,Public,Middle,CT,Syracuse,26841 Chad Valley,10559
390,Garcia and Sons,10,Public,Elementary,CT,Syracuse,212550 Elm Circle,10559
391,Hughes LLC,0,Public,Elementary,CT,Syracuse,68034 Dawson Terrace,10559
392,Adams-Mitchell,6,Public,Elementary,CT,Rochester,301448 Maple Street,12606
393,Kelly Ltd,5,Private,High,CT,Rochester,306147 Alison Bridge,12606
394,"Flores, Chen and Brown",10,Private,Middle,CT,Waterbury,5516 Maple Street,6261
395,Jenkins Ltd,3,Public,Pre-K,CT,Waterbury,389470 Santos Stream,6261
396,Adams and Sons,3,Private,High,CT,Rochester,354024 Alison Bridge,12020
397,Phelps PLC,9,Private,High,CT,Rochester,377944 Omar Park,12020
398,"Ramos, Savage and Briggs",1,Private,Middle,CT,New Haven,210542 Santos Stream,6146
399,"Bowen, Wolf and Kramer",2,Private,Middle,NY,Buffalo,278901 Pine Drive,11516
400,"Elliott, Turner and Arnold",4,Public,High,NY,Buffalo,323600 Dawson Terrace,11516
401,Henderson-Martin,2,Private,Pre-K,CT,Hartford,105864 Cedar Lane,6084
402,Benson LLC,0,Private,High,CT,Waterbury,72360 Pine Drive,6273
403,"Barker, Gomez and Miller",9,Public,Middle,NY,Buffalo,164827 Chad Valley,12233
404,"Wu, Haynes and Lopez",0,Public,Pre-K,NY,Buffalo,173316 Maple Street,12233
405,Wilson LLC,6,Private,Middle,NY,Buffalo,276615 Elm Circle,12233
406,Kelley-Hinton,3,Private,Pre-K,CT,Stamford,220458 Pine Drive,6073
407,Hart-Ponce,8,Private,Elementary,CT,Syracuse,261294 Dawson Terrace,10897
408,"Castaneda, Martinez and Wiggins",10,Private,Middle,CT,Syracuse,290088 Cedar Lane,10897
409,Ruiz-Liu,7,Private,Middle,CT,Syracuse,233130 Dawson Terrace,10897
410,Ross Group,7,Private,High,CT,Waterbury,321850 Alison Bridge,6281
411,"Mitchell, Bryant and Brandt",8,Public,Middle,CT,Waterbury,227694 Santos Stream,6281
412,Carey-Ortega,0,Private,Middle,CT,Waterbury,201880 Chad Valley,6281
413,Palmer-Rivas,3,Private,Elementary,NY,New York,198240 Cedar Lane,11553
414,Anthony and Sons,5,Public,Middle,NY,New York,378810 Dawson Terrace,11553
415,Gomez-Barrett,4,Public,Elementary,NJ,Elizabeth,387610 Elm Circle,8705
416,"York, Brown and Myers",9,Public,Elementary,CT,Paterson,304512 Chad Valley,8987
417,"Ayala, Morrow and Garcia",1,Public,Elementary,CT,Paterson,42534 Santos Stream,8987
418,Burton-Owens,4,Private,Elementary,CT,Paterson,16302 Cedar Lane,8987
419,"Smith, Stevens and Avila",5,Private,Pre-K,CT,Hartford,26816 Oak Avenue,6295
420,Arnold-Reynolds,7,Private,High,CT,Hartford,338940 Santos Stream,6295
421,Spence Ltd,9,Private,Pre-K,CT,Hartford,155770 Pine Drive,6295
422,"Nguyen, Thomas and Schmidt",10,Private,Middle,NY,Buffalo,108454 Santos Stream,10824
423,Rios-Dixon,8,Private,Pre-K,CT,Rochester,197964 Cedar Lane,13781
424,"Day, Kelly and Leach",3,Public,Pre-K,CT,Rochester,52152 Dawson Terrace,13781
425,Woods-Garcia,10,Private,Middle,NY,Buffalo,155975 Santos Stream,12516
426,"Hopkins, Hart and Brooks",5,Public,Middle,NY,Buffalo,25560 Santos Stream,12516
427,"Williams, Bass and Beck",8,Public,Middle,NY,Buffalo,254065 Chad Valley,13252
428,"Wilson, Burgess and Tapia",1,Private,Pre-K,NY,Buffalo,308160 Chad Valley,13252
429,"Branch, Marshall and Parker",8,Public,Pre-K,NY,Buffalo,293436 Omar Park,13252
430,Garcia and Sons,6,Private,Middle,CT,Newark,344860 Dawson Terrace,8085
431,Nguyen-Duran,8,Public,High,CT,Newark,80597 Cedar Lane,8085
432,Rodriguez-Ray,6,Private,High,CT,Paterson,339120 Omar Park,7644
433,Stewart Group,1,Public,Elementary,CT,Paterson,330379 Santos Stream,7644
434,"Lopez, Nelson and Flores",6,Private,Middle,CT,Bridgeport,341558 Alison Bridge,6367
435,Johnson-Perkins,10,Private,Elementary,CT,Bridgeport,433695 Dawson Terrace,6367
436,Caldwell-Cummings,0,Private,High,CT,Syracuse,113796 Cedar Lane,13128
437,Brown-Cook,5,Private,Elementary,CT,Syracuse,101384 Alison Bridge,13128
438,Taylor-Moran,4,Private,Middle,CT,Syracuse,266742 Oak Avenue,13128
439,Roach Ltd,10,Public,Middle,CT,Albany,50485 Pine Drive,10605
440,Smith Ltd,6,Public,Middle,CT,Albany,244200 Maple Street,10605
441,"Barnes, Robinson and Ramirez",5,Public,Pre-K,CT,Syracuse,310464 Pine Drive,10415
442,Potter-Fox,2,Private,Elementary,CT,Syracuse,321776 Dawson Terrace,10415
443,Dixon-Williams,7,Public,High,CT,Jersey City,315859 Omar Park,7892
444,Rivera Group,9,Private,High,CT,Newark,68376 Omar Park,8332
445,Hunter PLC,8,Private,High,CT,Jersey City,11125 Elm Circle,8614
446,Rodriguez-Bailey,8,Public,Pre-K,CT,Jersey City,446 Omar Park,8614
447,Cabrera Group,10,Public,Pre-K,CT,Jersey City,392466 Pine Drive,7510
448,"Banks, Patterson and Newton",4,Private,Middle,CT,Jersey City,63616 Cedar Lane,7510
449,Adams-Moore,6,Public,High,CT,Jersey City,26491 Elm Circle,7510
450,Garcia-Downs,7,Private,Pre-K,NY,Buffalo,411750 Cedar Lane,14181
451,Russell-Olsen,3,Private,Middle,NY,Buffalo,92455 Santos Stream,14181
452,"Brown, Hansen and Gutierrez",8,Private,High,NY,Buffalo,36160 Chad Valley,14181
453,"Kim, Moore and Roach",4,Private,Elementary,NY,New York,107361 Elm Circle,13576
454,Stevens-Burgess,5,Private,Middle,NY,New York,90346 Cedar Lane,13576
455,"Johnson, Martinez and Reyes",7,Public,Pre-K,CT,Stamford,419965 Maple Street,6205
456,Baker-Norman,10,Public,Pre-K,CT,Stamford,103512 Alison Bridge,6205
457,Thomas-Wilkerson,0,Private,Middle,CT,Stamford,300706 Chad Valley,6205
458,Fisher and Sons,5,Private,Middle,CT,Trenton,18320 Dawson Terrace,7267
459,Li-Chapman,6,Public,Pre-K,CT,Trenton,139536 Maple Street,7267
460,Dixon Inc,7,Public,Elementary,CT,Syracuse,165600 Cedar Lane,14618
461,Watts PLC,5,Private,High,CT,Syracuse,233727 Dawson Terrace,14618
462,Singleton PLC,6,Public,Elementary,CT,Syracuse,424116 Cedar Lane,14618
463,Walker PLC,8,Private,Middle,CT,Bridgeport,6019 Maple Street,6035
464,Porter Inc,1,Public,Elementary,CT,Bridgeport,179104 Omar Park,6035
465,Patterson-Randall,4,Private,Pre-K,CT,Waterbury,140430 Chad Valley,6269
466,Martinez Inc,3,Public,Middle,CT,Hartford,351830 Dawson Terrace,6170
467,Christensen-Pierce,3,Private,High,CT,Hartford,444584 Omar Park,6170
468,"Johnson, Price and Ramirez",9,Public,Pre-K,CT,Hartford,453024 Omar Park,6170
469,"Aguilar, Williams and Williams",5,Public,Pre-K,CT,Stamford,353157 Elm Circle,6002
470,Brown LLC,3,Private,High,CT,Stamford,227480 Dawson Terrace,6002
471,Carroll-Bennett,8,Public,High,CT,Stamford,357960 Elm Circle,6002
472,Dean-Hurley,8,Private,Elementary,CT,Syracuse,184080 Chad Valley,10667
473,"Brown, Small and Page",6,Public,Middle,CT,Syracuse,204809 Maple Street,10667
474,Atkins Inc,4,Private,High,CT,Syracuse,420912 Oak Avenue,11405
475,Tate-Rush,4,Public,High,CT,Syracuse,76950 Chad Valley,11405
476,Moody LLC,0,Private,Middle,CT,Hartford,246568 Chad Valley,6011
477,"Bright, Crawford and Park",7,Public,High,CT,Syracuse,398295 Santos Stream,14120
478,"Gay, Russell and Franco",10,Private,High,CT,Syracuse,245214 Pine Drive,14120
479,Carpenter PLC,3,Public,Elementary,CT,Syracuse,213155 Chad Valley,14120
480,Allen LLC,0,Private,Pre-K,CT,Albany,23040 Elm Circle,12602
481,"Gray, Murphy and Perry",2,Private,Pre-K,CT,Albany,244348 Maple Street,12602
482,Harris LLC,8,Private,Pre-K,CT,Albany,365838 Oak Avenue,12602
483,Patterson and Sons,6,Public,Pre-K,CT,New Haven,50232 Chad Valley,6223
484,Oconnell-Daniels,2,Private,High,CT,New Haven,65340 Maple Street,6223
485,Dixon-Harmon,5,Public,Middle,CT,Newark,299245 Chad Valley,7728
486,Burton Group,3,Private,Middle,CT,Newark,480654 Dawson Terrace,7728
487,"Hurley, Mcneil and Lewis",1,Public,Elementary,CT,Newark,296583 Pine Drive,7164
488,Gibbs-Mckinney,8,Private,Elementary,CT,Newark,436760 Chad Valley,7164
489,"Escobar, Shepard and Watson",5,Public,High,CT,Newark,444012 Omar Park,7164
490,Mccarthy Ltd,0,Public,Middle,CT,Syracuse,168560 Oak Avenue,11746
491,Curry-Fox,9,Private,Middle,CT,Syracuse,193945 Maple Street,11746
492,Mann and Sons,3,Public,Pre-K,CT,Syracuse,438864 Oak Avenue,11746
493,"Young, Smith and Tanner",3,Public,High,CT,Rochester,131631 Elm Circle,12279
494,Deleon LLC,7,Private,High,CT,Trenton,125970 Elm Circle,7155
495,Santana-Clark,7,Public,Pre-K,CT,Trenton,88110 Pine Drive,7155
496,Knight PLC,10,Public,High,CT,Trenton,41168 Cedar Lane,7155
497,"Alexander, Mcmillan and Hicks",0,Public,High,NJ,Elizabeth,380702 Alison Bridge,8250
498,Malone-Vargas,2,Private,Elementary,NJ,Elizabeth,235056 Pine Drive,8250
499,Ramos LLC,10,Public,Middle,NJ,Elizabeth,206586 Maple Street,8250
500,"Jones, Atkinson and Hayes",9,Private,High,CT,Hartford,228000 Cedar Lane,6334
501,Brown and Sons,10,Public,Elementary,CT,Hartford,223947 Chad Valley,6334
502,Martin Group,7,Public,Middle,CT,Hartford,256522 Chad Valley,6334
503,Roberts Group,9,Public,Pre-K,NJ,Elizabeth,493946 Pine Drive,7513
504,Young LLC,1,Private,Elementary,NJ,Elizabeth,111384 Alison Bridge,7513
505,Bell PLC,9,Public,Elementary,NJ,Elizabeth,464095 Dawson Terrace,8236
506,Allen-Anderson,2,Public,Middle,NJ,Elizabeth,200376 Maple Street,8236
507,Cox Inc,4,Private,Pre-K,NJ,Elizabeth,446667 Elm Circle,8236
508,"Bell, Williams and Ochoa",6,Public,Elementary,CT,Syracuse,493268 Santos Stream,11019
509,Hensley Inc,8,Private,High,CT,Syracuse,317107 Cedar Lane,11019
510,Parker-Stanley,10,Private,High,CT,Syracuse,278460 Alison Bridge,11019
511,"Price, Cook and Herring",0,Public,High,CT,New Haven,379673 Omar Park,6020
512,Nash-Kelly,2,Private,Pre-K,CT,Albany,436736 Chad Valley,10405
513,Randolph-Martinez,7,Public,Elementary,CT,Albany,189297 Elm Circle,10405
514,Thomas LLC,3,Private,High,CT,Jersey City,83782 Alison Bridge,8246
515,Wyatt and Sons,9,Private,Pre-K,CT,Waterbury,201880 Alison Bridge,6373
516,Turner Ltd,9,Public,High,NJ,Elizabeth,352428 Dawson Terrace,7284
517,Simmons-Thomas,7,Private,Middle,NJ,Elizabeth,495286 Santos Stream,7284
518,Crawford and Sons,8,Private,Elementary,CT,Rochester,360010 Omar Park,14317
519,"Roberson, Martin and Allen",9,Private,Elementary,CT,Rochester,481113 Cedar Lane,14317
520,Owens LLC,4,Private,Pre-K,CT,Rochester,464880 Dawson Terrace,12896
521,Cook-Thompson,7,Private,Pre-K,CT,Stamford,474110 Oak Avenue,6054
522,Dalton-Kim,4,Public,Elementary,CT,Albany,443178 Omar Park,14752
523,"Ellis, Evans and Morrison",1,Private,High,CT,Albany,488482 Maple Street,14752
524,Rodriguez-Morrison,9,Public,High,CT,Albany,239992 Maple Street,14752
525,Hancock-Juarez,10,Private,Middle,CT,Rochester,112350 Elm Circle,13124
526,"Wagner, Moore and Greene",7,Public,High,CT,Rochester,386610 Maple Street,13124
527,"Wilkerson, Hodges and Jones",2,Public,Pre-K,CT,Rochester,45322 Oak Avenue,13124
528,Fowler-Johnson,0,Private,Pre-K,CT,Paterson,177408 Cedar Lane,8772
529,"Duncan, Harper and Gonzalez",1,Private,High,CT,Paterson,372945 Pine Drive,8772
530,"Welch, Mitchell and Morris",6,Private,Pre-K,CT,Paterson,40280 Elm Circle,8772
531,Diaz-Colon,1,Public,Elementary,NY,Buffalo,479493 Oak Avenue,12366
532,Velasquez-Navarro,2,Private,Elementary,NY,Buffalo,175028 Alison Bridge,12366
533,Gibson LLC,3,Public,High,CT,Jersey City,345384 Dawson Terrace,7324
534,"Davis, Montgomery and Ortiz",2,Public,Elementary,CT,Jersey City,135636 Dawson Terrace,7324
535,Stewart Inc,4,Public,Elementary,CT,Newark,33170 Dawson Terrace,7184
536,Maxwell-Barron,6,Private,Middle,CT,Newark,17152 Cedar Lane,7184
537,Peterson Ltd,1,Private,Middle,CT,Newark,156267 Maple Street,7184
538,Reid-Fernandez,8,Public,Elementary,CT,Bridgeport,243176 Elm Circle,6320
539,Hancock Ltd,1,Public,High,CT,Albany,57134 Elm Circle,10140
540,Wolfe Inc,2,Private,Middle,CT,Albany,208440 Chad Valley,10140
541,Wells Ltd,0,Public,Pre-K,CT,Bridgeport,56805 Santos Stream,6279
542,"Brown, Sawyer and Medina",2,Private,Pre-K,CT,Paterson,78590 Dawson Terrace,8956
543,Gardner and Sons,8,Public,Pre-K,CT,Jersey City,90681 Dawson Terrace,8441
544,Anderson Group,4,Private,High,CT,Hartford,200736 Oak Avenue,6309
545,Ponce Inc,6,Public,Elementary,CT,New Haven,63220 Elm Circle,6337
546,"Peterson, Harris and Christian",9,Private,Pre-K,CT,New Haven,226044 Maple Street,6337
547,Cook-Hernandez,3,Public,High,CT,Waterbury,176134 Omar Park,6114
548,"Cuevas, Adams and Morgan",7,Private,Middle,CT,Waterbury,322772 Omar Park,6114
549,Mitchell-Bowen,1,Private,Elementary,CT,Waterbury,516060 Omar Park,6114
550,"Smith, Bowen and Lopez",7,Public,Middle,CT,Bridgeport,253550 Dawson Terrace,6389
551,Lewis Ltd,2,Public,High,CT,Bridgeport,85956 Dawson Terrace,6389
552,"Sherman, Sims and Strickland",8,Private,Pre-K,CT,Jersey City,361008 Cedar Lane,7229
553,Stark and Sons,10,Public,Pre-K,NJ,Elizabeth,28756 Elm Circle,7557
554,Evans PLC,6,Private,High,CT,Jersey City,186144 Pine Drive,8379
555,"Jenkins, Robinson and Austin",10,Public,Pre-K,CT,Bridgeport,410700 Cedar Lane,6159
556,"Bray, Andrews and Donovan",8,Private,Elementary,CT,Bridgeport,392536 Chad Valley,6159
557,James and Sons,4,Private,High,CT,Bridgeport,399369 Elm Circle,6159
558,Martinez-Benitez,0,Private,Middle,CT,Albany,50778 Oak Avenue,13515
559,"Washington, Williams and Robertson",9,Private,High,CT,Albany,334841 Santos Stream,13515
560,Riggs-Jones,7,Private,Elementary,CT,Albany,330400 Alison Bridge,13515
561,Walton and Sons,1,Private,Elementary,NY,Buffalo,558195 Chad Valley,10835
562,Young Inc,1,Public,High,NY,Buffalo,409698 Omar Park,10835
563,Jones and Sons,7,Public,High,NY,Buffalo,318658 Dawson Terrace,10835
564,Walters-Miller,4,Public,Pre-K,CT,Newark,143256 Dawson Terrace,7904
565,Swanson Ltd,8,Private,Elementary,CT,Hartford,375160 Santos Stream,6259
566,Moody-Stewart,10,Private,High,CT,Hartford,37356 Pine Drive,6259
567,Bryan Group,5,Private,High,CT,Syracuse,451899 Chad Valley,10378
568,Thompson-Valencia,7,Private,Elementary,CT,Syracuse,2840 Cedar Lane,10378
569,Le-Brooks,4,Public,High,CT,Syracuse,118352 Pine Drive,10378
570,"Hess, Walker and Hunt",7,Public,Pre-K,NY,Buffalo,254790 Dawson Terrace,12204
571,"Oconnor, Mason and Oliver",8,Private,Elementary,CT,Hartford,397987 Oak Avenue,6332
572,"Ortiz, Carroll and Brown",8,Public,Pre-K,CT,Hartford,219648 Elm Circle,6332
573,Clark-Higgins,1,Public,Pre-K,CT,Hartford,425739 Pine Drive,6332
574,Melton LLC,1,Private,Pre-K,CT,Rochester,398930 Alison Bridge,12022
575,Murillo-Jones,1,Public,Pre-K,CT,Rochester,376625 Alison Bridge,12022
576,"Moyer, Sanders and Lopez",1,Private,Elementary,CT,Rochester,170496 Pine Drive,12022
577,Cole Inc,6,Public,Pre-K,CT,Stamford,2885 Cedar Lane,6079
578,Vargas Group,3,Private,Pre-K,NY,New York,548522 Omar Park,12198
579,"Johnson, Munoz and Rodriguez",2,Private,High,CT,Paterson,103062 Pine Drive,7363
580,"Munoz, Nguyen and Campbell",4,Private,Elementary,CT,Paterson,307980 Chad Valley,7835
581,James-Moore,6,Private,Elementary,CT,Rochester,77273 Maple Street,10212
582,Harris-Powell,6,Public,Middle,CT,Rochester,520890 Chad Valley,10212
583,Ferguson PLC,4,Private,Elementary,CT,Rochester,511874 Santos Stream,10212
584,Owens-Moore,3,Private,Elementary,CT,New Haven,412304 Pine Drive,6110
585,Rose Group,9,Private,Middle,CT,New Haven,462150 Omar Park,6110
586,"Kerr, Carroll and Nelson",10,Public,Elementary,CT,Waterbury,236744 Maple Street,6296
587,Smith-Miller,6,Private,Elementary,CT,Waterbury,487797 Omar Park,6296
588,Miller Inc,3,Public,Elementary,CT,Albany,68796 Omar Park,11624
589,Phillips-Herring,8,Private,Elementary,CT,Bridgeport,18259 Alison Bridge,6302
590,Coleman-Gallagher,3,Public,Middle,CT,Bridgeport,590000 Pine Drive,6302
591,Wolfe-Schneider,2,Public,Elementary,CT,Newark,393015 Santos Stream,8940
592,"Montgomery, Sims and Davis",5,Private,Elementary,CT,Newark,179968 Dawson Terrace,8940
593,Martinez-Barnett,6,Public,Middle,CT,Newark,415693 Pine Drive,8940
594,Hayes-Mejia,5,Private,High,CT,Bridgeport,487674 Alison Bridge,6051
595,Hull-Henry,4,Private,Pre-K,CT,Bridgeport,414715 Omar Park,6051
596,"Moore, Alexander and Gilbert",5,Private,High,CT,Bridgeport,82844 Oak Avenue,6051
597,Wood-Miller,6,Public,Middle,CT,Newark,84774 Pine Drive,7216
598,Cole-Ramirez,5,Public,Pre-K,CT,Newark,446108 Dawson Terrace,7216
599,"Mcbride, Foster and Rosales",4,Private,Middle,CT,New Haven,507952 Maple Street,6285
600,"Green, Lee and Alexander",5,Private,Middle,CT,New Haven,424200 Pine Drive,6285
601,Hopkins LLC,0,Public,Elementary,CT,New Haven,370817 Alison Bridge,6285
602,"Horton, Freeman and Jones",6,Private,Pre-K,CT,Waterbury,313642 Santos Stream,6205
603,Garcia Group,5,Private,Elementary,CT,Waterbury,527625 Oak Avenue,6205
604,Evans LLC,8,Private,Pre-K,NJ,Elizabeth,419176 Cedar Lane,8577
605,Green-Torres,1,Public,Middle,CT,Newark,276485 Pine Drive,8075
606,"Arnold, Jones and Griffith",7,Public,Middle,CT,Newark,444198 Elm Circle,8075
607,"George, Munoz and Bartlett",6,Public,High,NJ,Elizabeth,10926 Dawson Terrace,7786
608,"Edwards, Jones and Aguirre",0,Private,Pre-K,NJ,Elizabeth,346560 Elm Circle,7786
609,"Taylor, Graves and Orozco",0,Private,Elementary,CT,Paterson,372099 Chad Valley,8942
610,"Edwards, Evans and Miller",10,Private,High,CT,Paterson,594750 Dawson Terrace,7597
611,Christian LLC,10,Public,High,CT,Paterson,442975 Dawson Terrace,7597
612,"Chung, Fuller and King",8,Private,High,CT,Paterson,100980 Santos Stream,7597
613,"Harris, Burch and Moore",5,Private,Elementary,CT,Newark,483044 Santos Stream,8181
614,Miller-Mcgee,6,Private,High,CT,Newark,553828 Omar Park,8181
615,Schmitt-Walsh,3,Private,Elementary,CT,New Haven,41820 Santos Stream,6239
616,Roberts-Barajas,2,Public,High,CT,New Haven,270424 Dawson Terrace,6239
617,Murphy PLC,8,Public,Elementary,CT,New Haven,507174 Elm Circle,6239
618,"Wallace, Roberts and Robinson",6,Private,Middle,CT,Newark,427038 Chad Valley,7639
619,"Frey, Herrera and Pena",8,Public,Middle,CT,Newark,266170 Maple Street,7639
620,"Clark, Keller and Lewis",5,Public,Middle,CT,Newark,291400 Alison Bridge,7639
621,"Freeman, Hayes and Chandler",6,Private,Middle,CT,Albany,478791 Pine Drive,11279
622,Harris Inc,10,Private,Middle,CT,Albany,283632 Alison Bridge,11279
623,Shepard-Archer,8,Public,High,CT,Hartford,355733 Pine Drive,6199
624,Jones-Barrera,5,Private,High,CT,Hartford,309504 Alison Bridge,6199
625,Henry LLC,7,Public,High,CT,Hartford,343125 Maple Street,6199
626,"Green, Ramsey and Garcia",6,Private,Elementary,NY,New York,406274 Alison Bridge,11315
627,"Ryan, Cook and Mclaughlin",3,Public,Elementary,NY,New York,429495 Santos Stream,11315
628,Mcgee-Sanders,0,Private,Elementary,CT,Newark,209752 Dawson Terrace,7270
629,"Young, Wiley and Cannon",2,Public,Elementary,CT,Newark,288711 Elm Circle,7270
630,"Gonzalez, Holmes and Novak",2,Public,Middle,CT,Trenton,137970 Maple Street,8779
631,Howard-Cain,10,Public,Middle,CT,Trenton,208861 Alison Bridge,8779
632,"Hardin, Strickland and Church",5,Private,Middle,CT,Bridgeport,408904 Dawson Terrace,6082
633,"Schroeder, Adams and Mclaughlin",2,Public,Pre-K,CT,Rochester,125334 Chad Valley,14407
634,Turner-Conway,9,Public,High,CT,Rochester,54524 Cedar Lane,14407
635,"Johnson, Fischer and Payne",1,Private,Elementary,CT,Rochester,231775 Chad Valley,13626
